RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,PROPERTY AGE,SALE PRICE_BOROUGH,SALE PRICE_NEIGHBORHOOD,SALE PRICE_TAX,SALE PRICE_BUILDING_CLASS
1.0,0.0,1.0,4000,1391,86.0,4802954.856186422,402079.2210217811,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,4295,1384,69.0,4802954.856186422,276003.28862739983,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,6600,1860,89.0,4802954.856186422,4536793.06880105,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2300,1984,97.0,4802954.856186422,589630.3988266988,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,1440,1336,89.0,5063551.579976352,1125155.1019257733,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,3000,1626,92.0,4802954.856186422,374997.4832327893,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,3742,862,84.0,3861703.9736522343,952195.0945023171,1017245.6915716137,9880790.642804565
1.0,0.0,1.0,5800,888,69.0,836270.3489777793,426530.4478993629,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,65968,1053,31.0,5063551.579976352,2580664.6535697053,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,2250,2856,117.0,4802954.856186422,338458.77806244313,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2650,1120,90.0,4802954.856186422,3658924.870576323,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2275,1520,49.0,5063551.579976352,4762031.471605043,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,3053,2200,31.0,5063551.579976352,1118861.5774170554,1017245.6915716137,9499686.195361389
1.0,2.0,3.0,1680,3654,85.0,5063551.579976352,1099103.882624396,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,4100,1494,72.0,4802954.856186422,3443878.576130942,1017245.6915716137,11149811.638535453
2.0,0.0,2.0,4722,1653,117.0,4802954.856186422,2324084.2196704787,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,2160,1683,68.0,4802954.856186422,3801467.7269542115,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,960,900,20.0,836270.3489777793,508657.57120637345,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,2250,1632,100.0,3861703.9736522343,3435036.856810598,1017245.6915716137,9385416.083075248
23.0,4.0,27.0,7200,21340,110.0,35225126.574949324,9827333.465982007,14936873.340818262,1502799.8878059827
2.0,0.0,2.0,3487,4455,3.0,4802954.856186422,8720411.389921986,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,4183,2304,19.0,4802954.856186422,341633.3415789724,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,2075,2175,117.0,5063551.579976352,8797102.931721237,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1600,1200,79.0,4802954.856186422,3801467.7269542115,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2120,1700,14.0,836270.3489777793,173350.72877710586,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1203,1732,114.0,5063551.579976352,1886526.231223137,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,4042,1248,59.0,4802954.856186422,998937.4570855985,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2250,2280,107.0,5063551.579976352,1118861.5774170554,1017245.6915716137,8280849.799597023
2.0,0.0,2.0,3000,1496,98.0,5063551.579976352,2251161.550310983,1017245.6915716137,8096569.671146394
1.0,2.0,3.0,5000,5900,74.0,4802954.856186422,26014559.60558188,32271016.052699663,9385416.083075248
2.0,0.0,2.0,2600,1504,83.0,5063551.579976352,2093781.0712347392,1017245.6915716137,17222971.455350507
2.0,0.0,2.0,3234,1728,67.0,836270.3489777793,226266.49387043092,1017245.6915716137,167142.56758774832
1.0,0.0,1.0,4200,960,56.0,836270.3489777793,272301.41077740636,1017245.6915716137,4690409.247198905
2.0,0.0,2.0,2860,2272,102.0,3861703.9736522343,561288.7498758736,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,1161,1216,89.0,5063551.579976352,5321808.938237579,1017245.6915716137,9199411.590265727
3.0,0.0,3.0,1875,2925,14.0,5063551.579976352,2496782.1618093983,1017245.6915716137,1924544.175486551
2.0,0.0,2.0,1525,1440,11.0,3861703.9736522343,2586542.975325,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2145,2606,13.0,4802954.856186422,5978378.233137703,1017245.6915716137,9880790.642804565
3.0,0.0,3.0,2000,4296,114.0,5063551.579976352,3053182.964516212,1017245.6915716137,9385416.083075248
2.0,1.0,3.0,2500,3500,107.0,5063551.579976352,2635611.964109703,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,3300,1840,92.0,4802954.856186422,535932.9023346939,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,4700,1694,44.0,836270.3489777793,229046.85581260614,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,952,1150,31.0,836270.3489777793,2400207.3691350175,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,4120,2000,37.0,836270.3489777793,183604.13493462614,1017245.6915716137,5605166.105268096
3.0,0.0,3.0,2003,3072,107.0,5063551.579976352,2582674.6679680957,1017245.6915716137,9499686.195361389
1.0,0.0,1.0,2475,1749,94.0,4802954.856186422,672928.7891992137,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1700,1728,110.0,3861703.9736522343,1893200.2006191276,1017245.6915716137,5770737.687805806
3.0,0.0,3.0,2400,2314,107.0,4802954.856186422,535932.9023346939,1017245.6915716137,467341.77133877523
1.0,0.0,1.0,15400,5600,34.0,836270.3489777793,265206.64544645796,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,3000,2566,85.0,5063551.579976352,3073845.966364747,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2600,1592,15.0,836270.3489777793,313278.511004507,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2000,1660,14.0,836270.3489777793,631575.6741298423,1017245.6915716137,4156933.960234159
1.0,0.0,1.0,2500,1326,88.0,4802954.856186422,503373.9371805768,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4000,1834,77.0,4802954.856186422,444835.05494488974,1017245.6915716137,9880790.642804565
1.0,0.0,1.0,2500,1442,97.0,4802954.856186422,739954.227165438,1017245.6915716137,4690409.247198905
2.0,0.0,2.0,3780,2359,88.0,4802954.856186422,1805267.7243366921,1017245.6915716137,9880790.642804565
2.0,0.0,2.0,2375,2240,99.0,3861703.9736522343,1893200.2006191276,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2000,1242,97.0,5063551.579976352,1135018.2353096704,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,4500,1025,70.0,4802954.856186422,1805267.7243366921,1017245.6915716137,9385416.083075248
3.0,1.0,4.0,1806,5742,126.0,5063551.579976352,8429853.094612857,14936873.340818262,3064399.882117014
1.0,0.0,1.0,7000,1138,52.0,836270.3489777793,173632.8467720556,1017245.6915716137,9199411.590265727
3.0,1.0,4.0,1262,4000,50.0,5063551.579976352,11511487.717407905,14936873.340818262,8960340.83311872
1.0,0.0,1.0,3772,1014,62.0,836270.3489777793,1078998.3856914986,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,36201,725,79.0,35225126.574949324,23793944.21198049,14936873.340818262,3748205.2976491596
2.0,0.0,2.0,2919,2068,97.0,4802954.856186422,672928.7891992137,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,2150,1176,119.0,3861703.9736522343,2864946.606665272,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1800,1148,31.0,5063551.579976352,3666398.2038272605,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,4000,2288,97.0,5063551.579976352,328181.12447833916,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,1800,1939,57.0,5063551.579976352,1471105.017208161,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,541,541,2.0,4802954.856186422,3525347.0874369014,14936873.340818262,9385416.083075248
0.0,3.0,3.0,4875,3750,45.0,3861703.9736522343,2300348.319811301,32271016.052699663,9003936.976106366
0.0,1.0,1.0,2100,1680,74.0,5063551.579976352,1441377.9955674428,32271016.052699663,9199411.590265727
2.0,0.0,2.0,2523,1404,108.0,4802954.856186422,320659.4979397228,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1761,1240,30.0,836270.3489777793,129088.51888539351,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,3242,1291,87.0,4802954.856186422,183724.9784801987,1017245.6915716137,21104247.57518568
2.0,0.0,2.0,1188,2160,119.0,5063551.579976352,3053182.964516212,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1332,1348,29.0,836270.3489777793,1078998.3856914986,1017245.6915716137,3748205.2976491596
2.0,0.0,2.0,3750,2750,117.0,5063551.579976352,522116.579542207,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,4120,1515,71.0,4802954.856186422,622297.6188312045,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,4000,1560,69.0,4802954.856186422,998937.4570855985,1017245.6915716137,4343821.370997797
2.0,0.0,2.0,1833,1800,117.0,5063551.579976352,1118861.5774170554,1017245.6915716137,8960340.83311872
13.0,1.0,14.0,2783,12795,99.0,35225126.574949324,9866109.19198972,14936873.340818262,9385416.083075248
1.0,0.0,1.0,1900,1368,74.0,4802954.856186422,3792714.9696544283,1017245.6915716137,4706271.377821998
1.0,0.0,1.0,3246,1517,96.0,4802954.856186422,235921.1381208223,1017245.6915716137,5605166.105268096
2.0,0.0,2.0,2000,1400,74.0,4802954.856186422,875006.4219744015,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2522,2200,82.0,4802954.856186422,357380.02614096954,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1950,2448,95.0,5063551.579976352,1299348.265118323,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,2555,3180,117.0,5063551.579976352,608361.4349822637,1017245.6915716137,1924544.175486551
1.0,0.0,1.0,1800,1580,62.0,3861703.9736522343,4044821.1477292916,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,2272,1120,93.0,4802954.856186422,225464.37264503955,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1785,1248,95.0,5063551.579976352,149050.47312701354,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,6825,2038,62.0,836270.3489777793,183604.13493462614,1017245.6915716137,4690409.247198905
3.0,0.0,3.0,2488,3869,85.0,3861703.9736522343,2586542.975325,1017245.6915716137,9385416.083075248
6.0,1.0,7.0,1875,6000,89.0,5063551.579976352,4374883.979494905,14936873.340818262,8960340.83311872
1.0,0.0,1.0,2000,872,78.0,4802954.856186422,4536793.06880105,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,2700,2250,69.0,4802954.856186422,225464.37264503955,1017245.6915716137,8960340.83311872
0.0,1.0,1.0,2663,2665,100.0,836270.3489777793,313299.56112378626,32271016.052699663,7197867.78196626
2.0,0.0,2.0,1800,1760,90.0,5063551.579976352,1118861.5774170554,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2375,1224,68.0,4802954.856186422,624436.8669998307,1017245.6915716137,5366444.865610001
1.0,0.0,1.0,10000,3520,17.0,836270.3489777793,313062.5317207275,1017245.6915716137,4690409.247198905
4.0,1.0,5.0,1960,3900,86.0,5063551.579976352,1990931.7424527043,14936873.340818262,6286201.691773795
1.0,0.0,1.0,3375,1373,35.0,4802954.856186422,1054866.1116490588,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2143,3020,109.0,5063551.579976352,5419054.229409519,1017245.6915716137,4706271.377821998
1.0,0.0,1.0,2500,1560,100.0,4802954.856186422,672928.7891992137,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,7150,1664,15.0,836270.3489777793,923506.1855513548,1017245.6915716137,8960340.83311872
11.0,2.0,13.0,3300,9920,112.0,3861703.9736522343,3177357.106902266,14936873.340818262,7197867.78196626
1.0,0.0,1.0,1596,1472,66.0,5063551.579976352,449760.0537765768,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,1838,1998,81.0,4802954.856186422,1919071.1449146804,1017245.6915716137,1371018.959418222
1.0,0.0,1.0,2000,2520,120.0,5063551.579976352,1990931.7424527043,1017245.6915716137,4156933.960234159
1.0,0.0,1.0,2650,1552,92.0,4802954.856186422,1822764.4671913718,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,3500,1846,98.0,4802954.856186422,672928.7891992137,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1250,2024,119.0,3861703.9736522343,1343914.5087255694,1017245.6915716137,9385416.083075248
0.0,3.0,3.0,2375,4774,11.0,5063551.579976352,8797102.931721237,32271016.052699663,9385416.083075248
1.0,0.0,1.0,3160,576,88.0,836270.3489777793,923506.1855513548,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,6000,1854,86.0,5063551.579976352,556344.00089993,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2750,1296,94.0,5063551.579976352,532520.0531358528,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,2250,1232,94.0,4802954.856186422,2688846.059059772,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1800,2142,72.0,4802954.856186422,407205.7797254754,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,4000,960,56.0,836270.3489777793,119759.35452278386,1017245.6915716137,5605166.105268096
2.0,0.0,2.0,2500,2472,96.0,3861703.9736522343,152125.8224932472,1017245.6915716137,3485652.1876102965
4.0,0.0,4.0,5000,5900,92.0,3861703.9736522343,4572761.328527865,14936873.340818262,6669013.842240822
1.0,0.0,1.0,4000,1196,84.0,4802954.856186422,276003.28862739983,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3000,1925,40.0,836270.3489777793,399503.89884084417,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,4320,2265,53.0,4802954.856186422,1093383.352206826,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,4000,1046,88.0,836270.3489777793,399503.89884084417,1017245.6915716137,8839384.08893964
3.0,0.0,3.0,2165,2970,92.0,3861703.9736522343,8627535.571201496,1017245.6915716137,1924544.175486551
2.0,0.0,2.0,6000,2420,92.0,4802954.856186422,276003.28862739983,1017245.6915716137,9385416.083075248
41.0,0.0,41.0,7500,32070,77.0,4802954.856186422,4369043.0271755755,14936873.340818262,8960340.83311872
1.0,0.0,1.0,2000,1640,2.0,5063551.579976352,3295268.524394729,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1850,1356,120.0,5063551.579976352,1561378.5384206239,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2450,1288,12.0,836270.3489777793,93239.44221503208,1017245.6915716137,9880790.642804565
1.0,0.0,1.0,4000,1720,93.0,5063551.579976352,2093781.0712347392,1017245.6915716137,8378411.299899098
2.0,0.0,2.0,2100,2100,58.0,4802954.856186422,3658924.870576323,1017245.6915716137,3748205.2976491596
1.0,0.0,1.0,1432,1648,69.0,3861703.9736522343,597153.3942525067,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,4000,1000,66.0,836270.3489777793,862780.7707986971,1017245.6915716137,167142.56758774832
2.0,0.0,2.0,5000,1972,99.0,4802954.856186422,1093383.352206826,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1600,2260,13.0,836270.3489777793,258181.5112605021,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2500,1600,89.0,4802954.856186422,338458.77806244313,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,2500,3875,13.0,5063551.579976352,1538714.531011907,1017245.6915716137,8378411.299899098
0.0,1.0,1.0,16000,55600,4.0,5063551.579976352,5419054.229409519,32271016.052699663,9199411.590265727
2.0,0.0,2.0,1900,1440,73.0,4802954.856186422,2011235.010806964,1017245.6915716137,5770737.687805806
3.0,0.0,3.0,2500,3120,116.0,3861703.9736522343,585676.7337998708,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,2000,1320,77.0,4802954.856186422,3525347.0874369014,1017245.6915716137,7197867.78196626
1.0,0.0,1.0,2588,1344,91.0,4802954.856186422,535932.9023346939,1017245.6915716137,4690409.247198905
2.0,0.0,2.0,5050,2120,74.0,4802954.856186422,1822764.4671913718,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4000,1436,84.0,4802954.856186422,1093383.352206826,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4000,1884,47.0,836270.3489777793,151307.79145039085,1017245.6915716137,3748205.2976491596
1.0,0.0,1.0,8000,1164,64.0,836270.3489777793,207110.8462204024,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,4000,2064,69.0,4802954.856186422,340464.0715803399,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2380,1376,98.0,4802954.856186422,672928.7891992137,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1250,5100,119.0,35225126.574949324,62774735.35821494,1017245.6915716137,8280849.799597023
2.0,0.0,2.0,1589,2650,66.0,3861703.9736522343,1062647.4719546614,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,4059,1296,77.0,4802954.856186422,1093383.352206826,1017245.6915716137,3748205.2976491596
1.0,0.0,1.0,4400,1360,93.0,4802954.856186422,4536793.06880105,1017245.6915716137,157889.15583115633
1.0,0.0,1.0,2500,956,92.0,5063551.579976352,532629.5229987261,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,7400,1834,93.0,4802954.856186422,417027.5676049989,1017245.6915716137,13833978.22534021
1.0,0.0,1.0,77970,1111,11.0,5063551.579976352,7483293.392789037,14936873.340818262,8960340.83311872
1.0,0.0,1.0,2070,1390,77.0,4802954.856186422,1220419.8188183976,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,1069,570,100.0,3861703.9736522343,221814.44087611348,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,21438,507,11.0,5063551.579976352,8441842.615921097,14936873.340818262,5770737.687805806
1.0,0.0,1.0,2000,1496,118.0,4802954.856186422,2397110.102320395,1017245.6915716137,7197867.78196626
1.0,0.0,1.0,4000,1008,57.0,836270.3489777793,426530.4478993629,1017245.6915716137,8960340.83311872
4.0,0.0,4.0,2671,3290,91.0,5063551.579976352,1886526.231223137,14936873.340818262,4343821.370997797
2.0,0.0,2.0,1900,1560,108.0,5063551.579976352,556371.9275594271,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,2000,2868,116.0,5063551.579976352,1538714.531011907,1017245.6915716137,8378411.299899098
1.0,0.0,1.0,3600,2000,26.0,836270.3489777793,399503.89884084417,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1800,1044,93.0,5063551.579976352,149050.47312701354,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2286,2142,72.0,4802954.856186422,407205.7797254754,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,2000,2700,106.0,5063551.579976352,1184787.7223096557,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2130,1806,71.0,4802954.856186422,2688846.059059772,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4822,1124,59.0,836270.3489777793,923506.1855513548,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2356,1674,61.0,3861703.9736522343,1062647.4719546614,1017245.6915716137,3485652.1876102965
3.0,0.0,3.0,1700,2295,99.0,5063551.579976352,2582674.6679680957,1017245.6915716137,9385416.083075248
8.0,0.0,8.0,3058,2700,96.0,35225126.574949324,20336171.97065523,14936873.340818262,6669013.842240822
0.0,2.0,2.0,8848,52150,99.0,35225126.574949324,73915011.50797829,32271016.052699663,21104247.57518568
2.0,0.0,2.0,4850,3846,2.0,4802954.856186422,1066619.3996571056,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1393,1875,117.0,3861703.9736522343,3177357.106902266,1017245.6915716137,8378411.299899098
2.0,0.0,2.0,2420,1880,99.0,4802954.856186422,672928.7891992137,1017245.6915716137,9385416.083075248
7.0,1.0,8.0,2000,7500,86.0,4802954.856186422,7345284.675582843,14936873.340818262,73286092.40686004
1.0,0.0,1.0,4480,1071,74.0,4802954.856186422,374997.4832327893,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2500,1695,65.0,3861703.9736522343,2813846.141549671,1017245.6915716137,10272188.624471162
1.0,0.0,1.0,1800,1224,104.0,3861703.9736522343,952195.0945023171,1017245.6915716137,8960340.83311872
3.0,1.0,4.0,2010,3760,56.0,5063551.579976352,39809504.58265205,14936873.340818262,3064399.882117014
0.0,1.0,1.0,7110,4386,49.0,4802954.856186422,3801467.7269542115,32271016.052699663,9199411.590265727
2.0,0.0,2.0,2775,1504,98.0,4802954.856186422,374997.4832327893,1017245.6915716137,9880790.642804565
1.0,0.0,1.0,2279,1878,13.0,836270.3489777793,420860.3760392611,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,3000,1548,91.0,4802954.856186422,224905.3363518097,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,1136,1408,118.0,836270.3489777793,353660.7854871189,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1802,1205,96.0,4802954.856186422,604355.0360665477,1017245.6915716137,2468162.7594685624
2.0,2.0,4.0,2500,4125,98.0,5063551.579976352,8797102.931721237,14936873.340818262,9199411.590265727
2.0,2.0,4.0,3570,3470,220.0,836270.3489777793,556627.1705267628,14936873.340818262,8960340.83311872
2.0,0.0,2.0,4126,2544,27.0,4802954.856186422,4536793.06880105,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2050,2460,59.0,5063551.579976352,1299348.265118323,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,4400,2707,52.0,5063551.579976352,784880.8748864772,1017245.6915716137,8096569.671146394
3.0,0.0,3.0,3167,2264,98.0,3861703.9736522343,2864946.606665272,1017245.6915716137,4690409.247198905
0.0,1.0,1.0,2640,2640,115.0,5063551.579976352,1138899.9407762724,32271016.052699663,8960340.83311872
2.0,0.0,2.0,3230,2152,33.0,836270.3489777793,399503.89884084417,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1980,1915,105.0,3861703.9736522343,2864946.606665272,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1200,1472,118.0,5063551.579976352,16200533.555790277,1017245.6915716137,21104247.57518568
2.0,0.0,2.0,5500,2688,9.0,836270.3489777793,1105004.1241107252,1017245.6915716137,5605166.105268096
