latitude,longitude,address,BOROUGH,NEIGHBORHOOD,BLOCK,LOT,ADDRESS,APARTMENT NUMBER,ZIP CODE,SALE PRICE,ADDRESS_NEW,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,PROPERTY AGE
40.722645,-73.982379,"""211 East 3rd Street""",1,ALPHABET CITY,386,1002,"211 east 3rd street, 1b",1B,10009,"650,000",211 east 3rd street,0,2,2,7532,112850,10
40.722645,-73.982379,"""211 East 3rd Street""",1,ALPHABET CITY,386,1012,"211 east 3rd street, 6f",6F,10009,"1,797,500",211 east 3rd street,2,0,2,2500,1368,108
40.727081,-73.978191,"""625 E 11 St""",1,ALPHABET CITY,394,1107,"625 east 11th street, a3",A3,10009,"1,370,000",625 east 11th street,1,0,1,4000,1512,66
40.727264,-73.978657,"""613 E 11 St""",1,ALPHABET CITY,394,1207,"613 east 11th street, a3",A3,10009,"1,700,000",613 east 11th street,1,0,1,1287,2976,105
43.453386,-76.504439,"""182 East 2nd Street""",1,ALPHABET CITY,398,1022,"182 east 2nd street, 4a",4A,10009,"1,075,000",182 east 2nd street,1,0,1,2000,1200,81
43.453386,-76.504439,"""182 East 2nd Street""",1,ALPHABET CITY,398,1031,"182 east 2nd street, 5c",5C,10009,"699,000",182 east 2nd street,2,0,2,3267,1619,86
40.721742,-73.979344,"""324 East 4th Street""",1,ALPHABET CITY,373,1005,"324 east 4th street, 4a",4A,10009,"775,000",324 east 4th street,1,0,1,1647,1408,100
40.721742,-73.979344,"""324 East 4th Street""",1,ALPHABET CITY,373,1006,"324 east 4th street, 4b",4B,10009,"770,000",324 east 4th street,1,0,1,2250,636,99
40.721742,-73.979344,"""324 East 4th Street""",1,ALPHABET CITY,373,1011,"324 east 4th street, ph",PH,10009,"2,072,500",324 east 4th street,1,0,1,4000,1766,94
40.722528,-73.977249,"""754 E 6 St""",1,ALPHABET CITY,375,1011,"754 east 6th street, 3e",3E,10009,"860,000",754 east 6th street,4,0,4,2500,3440,90
40.722528,-73.977249,"""754 E 6 St""",1,ALPHABET CITY,375,1018,"754 east 6th street, 5b",5B,10009,"900,000",754 east 6th street,2,1,3,1596,1900,109
40.723932,-73.976352,"""399 E 8 St""",1,ALPHABET CITY,378,1006,"399 east 8th street, 2d",2D,10009,"945,000",399 east 8th street,1,0,1,2750,1720,19
40.723932,-73.976352,"""399 E 8 St""",1,ALPHABET CITY,378,1014,"399 east 8th street, 4d",4D,10009,"960,000",399 east 8th street,2,0,2,1983,2000,23
40.723932,-73.976352,"""399 E 8 St""",1,ALPHABET CITY,378,1019,"399 east 8th street, 6a",6A,10009,"948,534",399 east 8th street,2,0,2,2497,1984,13
40.723932,-73.976352,"""399 E 8 St""",1,ALPHABET CITY,378,1020,"399 east 8th street, 6b",6B,10009,"865,512",399 east 8th street,1,0,1,2810,1300,34
40.723932,-73.976352,"""399 E 8 St""",1,ALPHABET CITY,378,1027,"399 east 8th street, 8a",8A,10009,"1,100,000",399 east 8th street,2,0,2,1191,1072,59
40.723932,-73.976352,"""399 E 8 St""",1,ALPHABET CITY,378,1028,"399 east 8th street, 8b",8B,10009,"1,200,000",399 east 8th street,25,0,25,4710,20500,93
40.721468,-73.983147,"""310 E Houston St""",1,ALPHABET CITY,384,1213,"310 east houston street, 4e",4E,10002,"1,515,000",310 east houston street,18,0,18,2189,7260,116
40.721468,-73.983147,"""310 E Houston St""",1,ALPHABET CITY,384,1224,"310 east houston street, phf",PHF,10002,"949,000",310 east houston street,1,0,1,2380,1336,37
40.645975,-73.978697,"""229 E 2 St""",1,ALPHABET CITY,384,1409,"229 east 2nd street, 4a",4A,10009,"1,675,000",229 east 2nd street,3,0,3,2500,3920,118
40.645975,-73.978697,"""229 E 2 St""",1,ALPHABET CITY,384,1410,"229 east 2nd street, 5a",5A,10009,"1,675,000",229 east 2nd street,2,0,2,2500,1688,108
40.824587,-73.07529,"""143 Avenue B""",1,ALPHABET CITY,392,1011,"143 avenue b, 3f",3F,10009,"1,100,000",143 avenue b,1,0,1,1842,1080,89
40.824587,-73.07529,"""143 Avenue B""",1,ALPHABET CITY,392,1017,"143 avenue b, 4f",4F,10009,"985,000",143 avenue b,4,0,4,2500,2273,113
40.824587,-73.07529,"""143 Avenue B""",1,ALPHABET CITY,392,1023,"143 avenue b, 6b",6B,10009,"221,024",143 avenue b,1,0,1,2000,1280,99
40.824587,-73.07529,"""143 Avenue B""",1,ALPHABET CITY,392,1054,"143 avenue b, 10e",10E,10009,"1,850,000",143 avenue b,0,2,2,7532,112850,9
40.824587,-73.07529,"""143 Avenue B""",1,ALPHABET CITY,392,1055,"143 avenue b, 10f",10F,10009,"1,850,000",143 avenue b,1,0,1,6004,1440,21
40.725775,-73.978873,"""631 E 9 St""",1,ALPHABET CITY,392,1123,"631 east 9th street, 6a",6A,10009,"1,575,000",631 east 9th street,1,0,1,2400,1280,92
40.726963,-73.976944,"""189 Ave C""",1,ALPHABET CITY,394,1528,"189 avenue c, 7e",7E,10009,"999,000",189 avenue c,1,0,1,2500,634,11
40.728842,-73.97832,"""215 Ave B""",1,ALPHABET CITY,396,1004,"215 avenue b, 2c",1004,10009,"709,000",215 avenue b,2,0,2,2175,1620,56
40.728842,-73.97832,"""215 Ave B""",1,ALPHABET CITY,396,1006,"215 avenue b, 1006",1006,10009,"1,725,000",215 avenue b,3,0,3,2642,2560,89
40.7224,-73.984605,"""175 E 2 St""",1,ALPHABET CITY,397,1002,"175 east 2nd street, gdnd",GDND,10009,"920,000",175 east 2nd street,1,0,1,1600,792,88
40.7224,-73.984605,"""175 E 2 St""",1,ALPHABET CITY,397,1007,"175 east 2nd st, 2a",2A,10009,"1,250,000",175 east 2nd st,1,0,1,2300,1392,42
40.7224,-73.984605,"""175 E 2 St""",1,ALPHABET CITY,397,1017,"175 east 2nd street, 4c",4C,10009,"1,250,000",175 east 2nd street,7,1,8,3683,9620,109
40.7224,-73.984605,"""175 E 2 St""",1,ALPHABET CITY,397,1021,"175 e 2nd street, 5c",5C,10009,"2,700,000",175 e 2nd street,9,0,9,2178,7839,111
40.722256,-73.985782,"""240 E Houston St""",1,ALPHABET CITY,397,1114,"240 east houston street, 5a",5A,10002,"1,400,000",240 east houston street,1,0,1,2000,1440,82
40.722256,-73.985782,"""240 E Houston St""",1,ALPHABET CITY,397,1117,"240 east houston street, 5d",5D,10002,"1,750,000",240 east houston street,3,0,3,2817,3036,89
40.82004,-73.076246,"""100 Avenue A""",1,ALPHABET CITY,402,1307,"100 avenue a, 3a",3A,10009,"1,650,000",100 avenue a,1,0,1,5280,975,67
40.82004,-73.076246,"""100 Avenue A""",1,ALPHABET CITY,402,1332,"100 avenue a, phc",PHC,10009,"1,225,000",100 avenue a,1,0,1,2158,1672,77
40.82004,-73.076246,"""100 Avenue A""",1,ALPHABET CITY,402,1333,"100 avenue a, phe",PHE,10009,"1,496,828",100 avenue a,2,0,2,2600,2040,97
40.728024,-73.980532,"""525 E 11 St""",1,ALPHABET CITY,405,1305,"525 e 11th street, 3d",3D,10009,"650,000",525 e 11th street,1,0,1,2441,1462,5
40.728024,-73.980532,"""525 E 11 St""",1,ALPHABET CITY,405,1308,"525 east 11th street, 4a",4A,10009,"1,675,000",525 east 11th street,1,0,1,6504,2210,61
40.728024,-73.980532,"""525 E 11 St""",1,ALPHABET CITY,405,1311,"525 east 11th street, 4d",4D,10009,"640,000",525 east 11th street,2,0,2,2250,1656,89
40.728024,-73.980532,"""525 E 11 St""",1,ALPHABET CITY,405,1314,"525 east 11th street, 5a",5A,10009,"1,544,000",525 east 11th street,2,0,2,2856,1980,101
40.728024,-73.980532,"""525 E 11 St""",1,ALPHABET CITY,405,1315,"525 east 11th street, 5b",5B,10009,"1,795,000",525 east 11th street,2,0,2,1500,2400,108
40.728024,-73.980532,"""525 E 11 St""",1,ALPHABET CITY,405,1316,"525 east 11th street, 5c",5C,10009,"1,970,000",525 east 11th street,1,0,1,2500,1264,99
40.728024,-73.980532,"""525 E 11 St""",1,ALPHABET CITY,405,1317,"525 east 11th street, 5d",5D,10009,"1,970,000",525 east 11th street,5,0,5,3258,3280,94
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1303,"531 east 12th st, 2b",2B,10009,"1,250,000",531 east 12th st,1,0,1,6000,1370,82
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1307,"531 east 12th st, 3b",3B,10009,"1,265,000",531 east 12th st,1,0,1,5582,2426,97
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1308,"531 east 12th st, 3c",3C,10009,"1,265,000",531 east 12th st,2,0,2,2211,3376,117
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1311,"531 east 12th st, 4b",4B,10009,"1,275,000",531 east 12th st,1,0,1,6720,960,61
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1312,"531 east 12th st, 4c",4C,10009,"1,250,000",531 east 12th st,2,0,2,2250,3450,63
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1316,"531 east 12th st, 5c",5C,10009,"770,000",531 east 12th st,1,0,1,1100,1375,70
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1317,"531 east 12th st, 5d",5D,10009,"770,000",531 east 12th st,1,0,1,2000,1753,13
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1320,"531 east 12th st, 6c",6C,10009,"780,000",531 east 12th st,1,0,1,3402,1360,87
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1323,"531 east 12th st, 7b",7B,10009,"1,255,000",531 east 12th st,2,0,2,2117,1884,56
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1324,"531 east 12th st, 7c",7C,10009,"1,215,000",531 east 12th st,2,0,2,2500,1724,98
40.728557,-73.979815,"""531 E 12 St""",1,ALPHABET CITY,406,1325,"531 east 12th st, 7d",7D,10009,"1,190,000",531 east 12th st,1,0,1,10400,1136,62
40.644221,-73.978679,"""296 E 2 St""",1,ALPHABET CITY,372,1001,"296 east 2nd street, b",B,10009,"1,260,000",296 east 2nd street,1,0,1,640,980,27
42.095984,-79.237158,"""298 East 2nd Street""",1,ALPHABET CITY,372,1102,"298 east 2nd street, 3",3,10009,"1,940,275",298 east 2nd street,2,0,2,2250,1584,118
42.095984,-79.237158,"""298 East 2nd Street""",1,ALPHABET CITY,372,1107,"298 east 2nd street, ph",PH,10009,"3,029,294",298 east 2nd street,2,0,2,5000,2690,99
42.098234,-79.237666,"""305 East 4th Street""",1,ALPHABET CITY,374,1004,"305 east 4th street, 4",4,10009,"1,020,000",305 east 4th street,1,0,1,6808,1660,84
40.722085,-73.977561,"""753 E 5 St""",1,ALPHABET CITY,375,1108,"753 east 5th street, 4a",4A,10009,"950,000",753 east 5th street,2,0,2,1500,1800,114
40.724298,-73.977735,"""366 E 8 St""",1,ALPHABET CITY,377,1003,"366 east 8th street, 3",3,10009,"1,910,000",366 east 8th street,3,0,3,1950,4189,10
43.449263,-76.495768,"""253 East 7th Street""",1,ALPHABET CITY,377,1401,"253 east 7th street, th",TH,10009,"1,950,000",253 east 7th street,1,0,1,143430,1188,35
43.449263,-76.495768,"""253 East 7th Street""",1,ALPHABET CITY,377,1402,"253 east 7th street, 2a",2A,10009,"1,080,000",253 east 7th street,3,0,3,2558,2160,102
43.449263,-76.495768,"""253 East 7th Street""",1,ALPHABET CITY,377,1405,"253 east 7th street, 4a",4A,10009,"950,000",253 east 7th street,0,2,2,7532,112850,9
40.721393,-73.982222,"""235 E 2 St""",1,ALPHABET CITY,384,1101,"235 east 2nd street, 1",1,10009,"725,000",235 east 2nd street,0,2,2,2772,3360,97
42.098912,-76.809177,"""227 East 7th Street""",1,ALPHABET CITY,390,1201,"227 east 7th street, 1",1,10009,"1,950,000",227 east 7th street,2,0,2,6966,2115,41
42.098912,-76.809177,"""227 East 7th Street""",1,ALPHABET CITY,390,1205,"227 east 7th street, 5",5,10009,"1,650,000",227 east 7th street,1,0,1,24000,870,10
40.725157,-73.979076,"""331 East 8th Street""",1,ALPHABET CITY,391,1004,"331 east 8th street, 4",4,10009,"1,750,000",331 east 8th street,1,0,1,2240,2015,8
40.726766,-73.977552,"""643 E 11 St""",1,ALPHABET CITY,394,1404,"643 east 11th street, 4",4,10009,"875,000",643 east 11th street,2,0,2,4620,2940,97
40.725379,-73.983178,"""509 East 6th Street""",1,ALPHABET CITY,402,1206,"509 east 6th street, 4f",4F,10009,"735,000",509 east 6th street,1,0,1,4000,875,70
40.727645,-73.979634,"""549 E 11 St""",1,ALPHABET CITY,405,1109,"549 east 11th street, c2",C2,10009,"1,650,000",549 east 11th street,2,0,2,995,1680,20
40.728673,-73.980081,"""525 E 12 St""",1,ALPHABET CITY,406,1106,"525 east 12th street, 6a",6A,10009,"2,045,000",525 east 12th street,1,0,1,1785,3012,13
40.645975,-73.978697,"""229 E 2 St""",1,ALPHABET CITY,384,1405,"229 east 2nd street, stor",STOR,10009,"1,675,000",229 east 2nd street,0,1,1,2500,2250,89
40.725775,-73.978873,"""631 E 9 St""",1,ALPHABET CITY,392,1104,"631 east 9th street, s4",S4,10009,"1,575,000",631 east 9th street,0,1,1,4500,2880,85
40.744777,-74.003518,"""410 West 20th Street""",1,CHELSEA,717,1301,"410 west 20th street, 1",1,10011,"2,887,500",410 west 20th street,1,0,1,1261,1261,3
40.744777,-74.003518,"""410 West 20th Street""",1,CHELSEA,717,1302,"410 west 20th street, 2",2,10011,"1,306,250",410 west 20th street,1,0,1,4750,1013,68
40.744777,-74.003518,"""410 West 20th Street""",1,CHELSEA,717,1303,"410 west 20th street, 3",3,10011,"2,681,250",410 west 20th street,2,0,2,3192,1284,80
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1402,"527 west 27th street, 2b",2B,10001,"1,650,000",527 west 27th street,1,0,1,6040,1360,94
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1404,"527 west 27th street, 2d",2D,10001,"3,100,000",527 west 27th street,2,0,2,1955,1216,83
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1407,"527 west 27th street, 3c",3C,10001,"2,950,000",527 west 27th street,6,0,6,2900,5100,92
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1408,"527 west 27th street, 3d",3D,10001,"3,450,000",527 west 27th street,2,0,2,4532,2444,54
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1412,"527 west 27th street, 4d",4D,10001,"3,500,000",527 west 27th street,2,0,2,3000,2976,49
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1414,"527 west 27th street, 5b",5B,10001,"1,550,000",527 west 27th street,2,0,2,1667,2001,98
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1415,"527 west 27th street, 5c",5C,10001,"3,089,701",527 west 27th street,2,0,2,1900,2394,118
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1416,"527 west 27th street, 5d",5D,10001,"3,600,000",527 west 27th street,4,0,4,2500,3200,90
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1418,"527 west 27th street, 6b",6B,10001,"3,395,000",527 west 27th street,1,0,1,560,1553,23
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1419,"527 west 27th street, 6c",6C,10001,"3,725,500",527 west 27th street,1,1,2,1600,2208,86
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1422,"527 west 27th street, 7c",7C,10001,"3,800,000",527 west 27th street,0,1,1,10858,1320,68
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1427,"527 west 27th street, 10a",10A,10001,"8,060,000",527 west 27th street,4,0,4,3720,4242,112
40.750857,-74.003601,"""527 W 27 St""",1,CHELSEA,699,1428,"527 west 27th street, 10b",10B,10001,"3,850,000",527 west 27th street,1,0,1,3570,1019,90
40.739051,-74.00041,"""217 W 14 St""",1,CHELSEA,764,1012,"217 west 14th street, 5f",5F,10011,"906,000",217 west 14th street,1,0,1,3491,1230,79
40.739147,-74.000639,"""223 W 14 St""",1,CHELSEA,764,1118,"223 west 14th street, 1-c",1-C,10011,"800,000",223 west 14th street,1,0,1,2088,1683,76
40.739147,-74.000639,"""223 W 14 St""",1,CHELSEA,764,1119,"223 west 14th street, 2-a",2-A,10011,"1,015,000",223 west 14th street,2,0,2,3563,2584,18
40.745571,-74.007027,"""520 W 19 St""",1,CHELSEA,690,1010,"520 west 19th street, 4c",4C,10011,"3,100,000",520 west 19th street,2,0,2,2400,2395,87
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1203,"515 west 18th street, 206",206,10011,"1,570,000",515 west 18th street,1,0,1,3700,2100,68
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1204,"515 west 18th street, 207",207,10011,"2,529,250",515 west 18th street,1,0,1,4000,1344,77
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1206,"515 west 18th street, 209",209,10011,"1,375,000",515 west 18th street,1,0,1,4125,3295,89
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1208,"515 west 18th street, 215",215,10011,"1,395,000",515 west 18th street,1,0,1,1800,1690,81
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1210,"515 west 18th street, 217",217,10011,"1,925,000",515 west 18th street,2,0,2,3631,2310,118
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1211,"515 west 18th street, 218",218,10011,"1,500,000",515 west 18th street,2,0,2,1550,1520,96
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1212,"515 west 18th street, 219",219,10011,"1,580,000",515 west 18th street,2,0,2,7500,2320,83
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1213,"515 west 18th street, 220",220,10011,"2,500,000",515 west 18th street,1,0,1,17421,1455,3
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1214,"515 west 18th street, 221",221,10011,"1,375,000",515 west 18th street,1,0,1,5600,960,52
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1215,"515 west 18th street, 306",306,10011,"1,650,000",515 west 18th street,1,0,1,2600,1116,65
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1216,"515 west 18th street, 307",307,10011,"2,970,000",515 west 18th street,1,0,1,7540,1872,77
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1217,"515 west 18th street, 308",308,10011,"1,840,000",515 west 18th street,1,0,1,4000,1038,75
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1218,"515 west 18th street, 309",309,10011,"1,400,000",515 west 18th street,1,0,1,2000,905,62
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1219,"515 west 18th street, 310",310,10011,"2,925,000",515 west 18th street,6,0,6,2013,6060,119
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1222,"515 west 18th street, 317",317,10011,"1,925,000",515 west 18th street,3,0,3,1575,2949,15
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1223,"515 west 18th street, 318",318,10011,"1,825,000",515 west 18th street,5,0,5,2180,3977,114
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1224,"515 west 18th street, 319",319,10011,"1,800,000",515 west 18th street,1,0,1,4000,1550,64
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1225,"515 west 18th street, 320",320,10011,"2,795,000",515 west 18th street,1,0,1,700,1050,26
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1226,"515 west 18th street, 321",321,10011,"1,519,250",515 west 18th street,1,0,1,3570,1235,88
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1229,"515 west 18th street, 403",403,10011,"1,395,000",515 west 18th street,3,0,3,1667,2184,120
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1230,"515 west 18th street, 404",404,10011,"1,580,250",515 west 18th street,1,0,1,2592,1751,118
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1231,"515 west 18th street, 405",405,10011,"1,535,000",515 west 18th street,1,0,1,2150,1204,95
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1233,"515 west 18th street, 407",407,10011,"3,135,000",515 west 18th street,1,0,1,2944,1280,50
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1234,"515 west 18th street, 408",408,10011,"1,875,000",515 west 18th street,2,0,2,1940,2152,89
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1235,"515 west 18th street, 409",409,10011,"1,690,000",515 west 18th street,0,1,1,4375,52155,10
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1237,"515 west 18th street, 415",415,10011,"2,925,000",515 west 18th street,1,0,1,500,1150,26
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1239,"515 west 18th street, 417",417,10011,"2,108,000",515 west 18th street,2,0,2,2492,1881,78
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1240,"515 west 18th street, 419",419,10011,"6,275,000",515 west 18th street,0,3,3,1152,1200,17
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1241,"515 west 18th street, 421",421,10011,"4,004,750",515 west 18th street,0,2,2,2500,5000,94
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1242,"515 west 18th street, 422",422,10011,"1,750,000",515 west 18th street,1,0,1,3800,956,59
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1244,"515 west 18th street, 503",503,10011,"1,550,000",515 west 18th street,1,0,1,2419,1312,59
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1246,"515 west 18th street, 505",505,10011,"2,105,000",515 west 18th street,2,0,2,2723,2400,16
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1247,"515 west 18th street, 506",506,10011,"4,150,000",515 west 18th street,1,0,1,3200,1346,81
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1248,"515 west 18th street, 507",507,10011,"3,250,000",515 west 18th street,1,0,1,1313,1392,117
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1250,"515 west 18th street, 509",509,10011,"1,725,000",515 west 18th street,3,0,3,2308,3202,54
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1252,"515 west 18th street, 515",515,10011,"4,150,000",515 west 18th street,0,2,2,6538,5770,69
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1254,"515 west 18th street, 517",517,10011,"2,500,000",515 west 18th street,3,0,3,2297,3030,12
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1256,"515 west 18th street, 521",521,10011,"2,775,000",515 west 18th street,2,0,2,3500,1395,82
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1257,"515 west 18th street, 522",522,10011,"2,250,000",515 west 18th street,1,0,1,1250,792,108
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1260,"515 west 18th street, 603",603,10011,"1,610,000",515 west 18th street,2,0,2,3800,2565,108
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1261,"515 west 18th street, 604",604,10011,"2,110,000",515 west 18th street,1,0,1,1602,1633,67
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1262,"515 west 18th street, 605",605,10011,"2,300,000",515 west 18th street,1,0,1,2500,1140,92
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1264,"515 west 18th street, 607",607,10011,"3,400,000",515 west 18th street,2,0,2,2000,2280,119
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1266,"515 west 18th street, 609",609,10011,"1,757,500",515 west 18th street,2,0,2,2502,2015,88
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1268,"515 west 18th street, 611",611,10011,"2,245,000",515 west 18th street,2,0,2,1899,1994,18
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1269,"515 west 18th street, 612",612,10011,"2,325,000",515 west 18th street,2,0,2,3900,1974,60
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1270,"515 west 18th street, 615",615,10011,"3,859,500",515 west 18th street,1,0,1,4000,1860,98
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1272,"515 west 18th street, 617",617,10011,"2,690,000",515 west 18th street,1,0,1,1933,1760,120
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1274,"515 west 18th street, 621",621,10011,"2,997,500",515 west 18th street,2,0,2,2185,2090,120
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1275,"515 west 18th street, 622",622,10011,"2,362,500",515 west 18th street,2,0,2,3046,1848,11
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1276,"515 west 18th street, 701",701,10011,"1,800,000",515 west 18th street,1,0,1,1670,1480,32
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1278,"515 west 18th street, 703",703,10011,"1,750,000",515 west 18th street,1,0,1,7117,1666,69
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1279,"515 west 18th street, 704",704,10011,"2,135,000",515 west 18th street,1,0,1,2100,1156,103
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1280,"515 west 18th street, 705",705,10011,"2,450,000",515 west 18th street,2,0,2,2500,2100,82
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1282,"515 west 18th street, 707",707,10011,"3,375,000",515 west 18th street,2,0,2,2000,1096,87
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1283,"515 west 18th street, 708",708,10011,"2,100,000",515 west 18th street,2,0,2,2200,1512,100
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1284,"515 west 18th street, 709",709,10011,"1,800,000",515 west 18th street,1,0,1,2000,1200,72
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1286,"515 west 18th street, 711",711,10011,"2,708,738",515 west 18th street,0,4,4,9500,28500,103
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1287,"515 west 18th street, 712",712,10011,"2,800,000",515 west 18th street,1,0,1,1800,1224,57
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1288,"515 west 18th street, 715",715,10011,"3,725,000",515 west 18th street,1,0,1,2200,902,84
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1290,"515 west 18th street, 717",717,10011,"2,500,000",515 west 18th street,2,0,2,1900,1880,56
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1291,"515 west 18th street, 719",719,10011,"5,350,000",515 west 18th street,2,0,2,3500,2150,18
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1292,"515 west 18th street, 721",721,10011,"3,037,000",515 west 18th street,4,1,5,1000,5055,118
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1293,"515 west 18th street, 722",722,10011,"2,269,356",515 west 18th street,1,0,1,2070,1200,27
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1296,"515 west 18th street, 803",803,10011,"1,780,000",515 west 18th street,2,0,2,4000,2868,103
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1297,"515 west 18th street, 804",804,10011,"2,170,000",515 west 18th street,2,0,2,3194,5016,94
40.744982,-74.006919,"""515 West 18th Street""",1,CHELSEA,690,1298,"515 west 18th street, 805",805,10011,"2,400,000",515 west 18th street,2,0,2,2559,3070,100
