latitude,longitude,address,BOROUGH,NEIGHBORHOOD,BLOCK,LOT,ADDRESS,APARTMENT NUMBER,ZIP CODE,SALE PRICE,ADDRESS_NEW,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,PROPERTY AGE
40.711336,-74.007904,"""15 Park Row""",1,SOUTHBRIDGE,90,1003,"15 park row, ph",PH,10038,"4,402,000",15 park row,2,0,2,2003,2292,119
40.710988,-74.007181,"""115 Nassau Street""",1,SOUTHBRIDGE,90,1207,"115 nassau street, 18b",18B,10038,"1,100,000",115 nassau street,2,0,2,1523,2100,9
40.710988,-74.007181,"""115 Nassau Street""",1,SOUTHBRIDGE,90,1209,"115 nassau street, 19a",19A,10038,"2,100,000",115 nassau street,3,0,3,2375,3207,68
40.711324,-74.006713,"""5 Beekman St""",1,SOUTHBRIDGE,90,1223,"5 beekman street, 23c",23C,10038,"1,250,000",5 beekman street,3,0,3,2000,3300,98
40.710988,-74.007181,"""115 Nassau Street""",1,SOUTHBRIDGE,90,1225,"115 nassau street, 24b",24B,10038,"1,300,000",115 nassau street,2,0,2,2000,1417,67
40.710988,-74.007181,"""115 Nassau Street""",1,SOUTHBRIDGE,90,1252,"115 nassau street, 42a",42A,10038,"2,950,000",115 nassau street,1,0,1,6000,2829,87
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1311,"25 park row, 6e",6E,10038,"3,475,000",25 park row,0,4,4,25020,14250,18
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1316,"25 park row, 7e",7E,10038,"3,500,000",25 park row,2,0,2,4000,2061,99
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1317,"25 park row, 8a",8A,10038,"2,550,000",25 park row,1,0,1,4275,1552,98
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1321,"25 park row, 8e",8E,10038,"3,550,000",25 park row,2,0,2,5000,2288,48
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1322,"25 park row, 9a",9A,10038,"2,550,000",25 park row,1,0,1,2500,1500,17
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1326,"25 park row, 9e",9E,10038,"3,595,000",25 park row,1,0,1,4000,968,67
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1335,"25 park row, 11d",11D,10038,"4,900,000",25 park row,1,0,1,2000,1410,84
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1340,"25 park row, 14a",14A,10038,"2,750,000",25 park row,1,0,1,3750,2608,118
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1345,"25 park row, 15b",15B,10038,"7,000,000",25 park row,2,0,2,2500,2112,108
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1346,"25 park row, 15c",15C,10038,"4,402,583",25 park row,2,2,4,1664,4780,107
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1347,"25 park row, 16a",16A,10038,"2,755,000",25 park row,1,0,1,6000,2160,49
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1355,"25 park row, 19a",19A,10038,"2,775,000",25 park row,1,0,1,1440,1320,58
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1358,"25 park row, 20a",20A,10038,"2,850,000",25 park row,1,0,1,8695,1114,2
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1364,"25 park row, 22a",22A,10038,"3,050,000",25 park row,1,0,1,1978,1600,85
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1366,"25 park row, 22c",22C,10038,"4,500,000",25 park row,3,0,3,5000,1500,103
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1372,"25 park row, 26c",26C,10038,"3,520,000",25 park row,1,0,1,560,1553,19
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1373,"25 park row, 27a",27A,10038,"4,137,188",25 park row,16,0,16,4067,10450,87
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1375,"25 park row, 27c",27C,10038,"3,600,000",25 park row,2,0,2,4000,3248,66
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1376,"25 park row, 28a",28A,10038,"4,150,000",25 park row,2,0,2,2500,2209,92
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1378,"25 park row, 28c",28C,10038,"3,550,000",25 park row,74,0,74,7554,36750,89
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1379,"25 park row, 29a",29A,10038,"3,950,000",25 park row,2,0,2,2120,3018,5
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1380,"25 park row, 29b",29B,10038,"2,180,000",25 park row,2,0,2,12420,3700,25
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1385,"25 park row, 31a",31A,10038,"4,050,000",25 park row,2,0,2,3800,1386,68
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1390,"25 park row, 32c",32C,10038,"3,650,000",25 park row,2,0,2,4000,1440,94
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1393,"25 park row, 33c",33C,10038,"3,800,000",25 park row,3,0,3,2000,1760,112
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1394,"25 park row, 34a",34A,10038,"3,975,000",25 park row,0,1,1,1349,912,77
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1397,"25 park row, 35b",35B,10038,"5,200,000",25 park row,4,0,4,1800,3926,99
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1398,"25 park row, 36a",36A,10038,"3,800,000",25 park row,1,0,1,2000,1600,82
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1400,"25 park row, 37a",37A,10038,"3,750,000",25 park row,1,0,1,1800,1160,25
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1402,"25 park row, 38a",38A,10038,"3,735,000",25 park row,5,0,5,2000,2320,98
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1404,"25 park row, 39a",39A,10038,"3,740,000",25 park row,1,0,1,2000,1424,83
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1405,"25 park row, 39b",39B,10038,"5,590,000",25 park row,1,0,1,6076,1643,74
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1406,"25 park row, 40a",40A,10038,"3,680,000",25 park row,1,0,1,4700,2135,58
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1407,"25 park row, 40b",40B,10038,"5,653,001",25 park row,2,0,2,1260,2880,2
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1408,"25 park row, ph41a",PH41A,10038,"11,500,000",25 park row,1,0,1,13596,2169,118
40.711446,-74.00747,"""25 Park Row""",1,SOUTHBRIDGE,90,1409,"25 park row, ph42a",PH42A,10038,"11,500,000",25 park row,2,0,2,1893,3744,12
40.68328,-73.453762,"""119 Fulton Street""",1,SOUTHBRIDGE,91,1105,"119 fulton street, 3b",3B,10038,"900,000",119 fulton street,2,0,2,2467,3132,81
40.68328,-73.453762,"""119 Fulton Street""",1,SOUTHBRIDGE,91,1117,"119 fulton street, 11",11,10038,"1,785,000",119 fulton street,3,0,3,2000,3568,119
40.68328,-73.453762,"""119 Fulton Street""",1,SOUTHBRIDGE,91,1120,"119 fulton street, ph",PH,10038,"2,812,500",119 fulton street,1,0,1,8695,814,2
40.709674,-74.006458,"""111 Fulton Street""",1,SOUTHBRIDGE,91,1234,"111 fulton street, 406",406,10038,"1,175,000",111 fulton street,2,0,2,3550,3180,1
40.709674,-74.006458,"""111 Fulton Street""",1,SOUTHBRIDGE,91,1257,"111 fulton street, 505",505,10038,"625,000",111 fulton street,2,0,2,9990,4093,28
40.709674,-74.006458,"""111 Fulton Street""",1,SOUTHBRIDGE,91,1269,"111 fulton street, 517",517,10038,"705,000",111 fulton street,3,0,3,2000,3760,101
40.709674,-74.006458,"""111 Fulton Street""",1,SOUTHBRIDGE,91,1270,"111 fulton street, 518",518,10038,"1,248,000",111 fulton street,2,0,2,4000,2595,82
40.709674,-74.006458,"""111 Fulton Street""",1,SOUTHBRIDGE,91,1278,"111 fulton street, 602",602,10038,"665,000",111 fulton street,1,0,1,1800,1836,77
40.709674,-74.006458,"""111 Fulton Street""",1,SOUTHBRIDGE,91,1291,"111 fulton street, 615",615,10038,"765,000",111 fulton street,2,0,2,1510,2772,121
40.709674,-74.006458,"""111 Fulton Street""",1,SOUTHBRIDGE,91,1292,"111 fulton street, 616",616,10038,"715,000",111 fulton street,2,0,2,2600,1248,89
40.709674,-74.006458,"""111 Fulton Street""",1,SOUTHBRIDGE,91,1321,"111 fulton street, 721",721,10038,"650,000",111 fulton street,1,0,1,2000,930,98
40.709674,-74.006458,"""111 Fulton Street""",1,SOUTHBRIDGE,91,1348,"111 fulton street, 824",824,10038,"1,650,000",111 fulton street,1,1,2,2865,1664,87
40.707773,-74.003298,"""117 Beekman St""",1,SOUTHBRIDGE,95,1004,"117 beekman street, 2c",2C,10038,"740,000",117 beekman street,1,0,1,560,1510,20
40.707773,-74.003298,"""117 Beekman St""",1,SOUTHBRIDGE,95,1008,"117 beekman street, 3c",3C,10038,"1,900,000",117 beekman street,6,0,6,2404,5040,87
40.707773,-74.003298,"""117 Beekman St""",1,SOUTHBRIDGE,95,1015,"117 beekman st, 4e",4E,10038,"1,250,000",117 beekman st,2,0,2,4000,1965,84
40.707773,-74.003298,"""117 Beekman St""",1,SOUTHBRIDGE,95,1025,"117 beekman street, 6e",6E,10038,"2,200,000",117 beekman street,2,0,2,4095,1350,109
40.707617,-74.002925,"""130 Beekman St""",1,SOUTHBRIDGE,97,1116,"130 beekman street, 4c",4C,10038,"1,215,000",130 beekman street,2,0,2,1440,1980,12
40.711362,-74.005944,"""150 Nassau Street""",1,SOUTHBRIDGE,100,1021,"150 nassau street, 4e",4E,10038,"780,000",150 nassau street,1,0,1,2000,1680,72
40.711362,-74.005944,"""150 Nassau Street""",1,SOUTHBRIDGE,100,1095,"150 nassau street, 13a",13A,10038,"1,805,000",150 nassau street,2,0,2,5000,1721,96
40.711362,-74.005944,"""150 Nassau Street""",1,SOUTHBRIDGE,100,1097,"150 nassau street, 13c",13C,10038,"2,105,000",150 nassau street,1,0,1,2300,1440,97
40.688593,-73.620377,"""150 Nassau Parkway""",1,SOUTHBRIDGE,100,1107,"150 nassau, 16a",16A,10038,"1,835,000",150 nassau,1,1,2,1375,2450,110
43.093055,-75.645305,"""324 Pearl Street""",1,SOUTHBRIDGE,106,1109,"324 pearl street, 1k",1K,10038,"1,522,500",324 pearl street,2,0,2,2994,2000,93
43.093055,-75.645305,"""324 Pearl Street""",1,SOUTHBRIDGE,106,1112,"324 pearl street, 2c",2C,10038,"535,000",324 pearl street,2,0,2,2120,1312,95
43.093055,-75.645305,"""324 Pearl Street""",1,SOUTHBRIDGE,106,1113,"324 pearl street, 2d",2D,10038,"600,000",324 pearl street,0,1,1,10800,2700,73
40.708809,-74.001326,"""272 Water Street""",1,SOUTHBRIDGE,106,1205,"272 water street, 3f",3F,10038,"2,546,250",272 water street,1,0,1,4000,1299,75
40.708809,-74.001326,"""272 Water Street""",1,SOUTHBRIDGE,106,1207,"272 water street, 4f",4F,10038,"2,546,250",272 water street,1,0,1,6970,3720,60
40.708572,-74.001484,"""264 Water St""",1,SOUTHBRIDGE,106,1306,"264 water street, 2c",2C,10038,"1,035,000",264 water street,1,0,1,4000,1088,88
40.708572,-74.001484,"""264 Water St""",1,SOUTHBRIDGE,106,1307,"264 water street, 2d",2D,10038,"999,000",264 water street,2,0,2,5580,2520,51
40.708572,-74.001484,"""264 Water St""",1,SOUTHBRIDGE,106,1326,"264 water street, phc",PHC,10038,"2,253,604",264 water street,1,0,1,2000,784,93
40.691039,-73.704054,"""105 Nassau Street""",1,SOUTHBRIDGE,90,1106,"105 nassau street, 6",6,10038,"2,050,000",105 nassau street,2,0,2,2500,2200,99
40.710718,-74.007476,"""25 Ann Street""",1,SOUTHBRIDGE,90,1107,"25 ann street, 7",7,10038,"2,400,000",25 ann street,36,0,36,6000,23100,59
40.691039,-73.704054,"""105 Nassau Street""",1,SOUTHBRIDGE,90,1108,"105 nassau street, 8",8,10038,"2,525,000",105 nassau street,1,0,1,15855,500,149
40.703076,-73.983919,"""247 Water St""",1,SOUTHBRIDGE,97,1001,"247 water, 1",1,10038,"1,880,000",247 water,1,0,1,2750,1548,88
40.710019,-74.005873,"""156 William Street""",1,SOUTHBRIDGE,93,1003,"156 william street, s2",S2,10038,"20,000,000",156 william street,1,0,1,3000,1720,87
40.710019,-74.005873,"""156 William Street""",1,SOUTHBRIDGE,93,1004,"156 william street, s3",S3,10038,"20,000,000",156 william street,2,0,2,2458,1600,99
42.88453,-78.865222,"""161 William""",1,SOUTHBRIDGE,92,1207,"161 william, cu7",CU7,10038,"10,578,394",161 william,2,1,3,2472,2112,88
42.88453,-78.865222,"""161 William""",1,SOUTHBRIDGE,92,1208,"161 william, cu8",CU8,10038,"10,578,394",161 william,3,0,3,1933,1692,99
44.844879,-74.275712,"""161 William Street""",1,SOUTHBRIDGE,92,1209,"161 william street, cu9",CU9,10038,"4,620,099",161 william street,2,0,2,2287,2248,36
40.709885,-74.017879,"""377 Rector Place""",1,TRIBECA,16,1130,"377 rector place, 7f",7F,10280,"638,000",377 rector place,1,0,1,1600,960,78
40.709885,-74.017879,"""377 Rector Place""",1,TRIBECA,16,1134,"377 rector place, 11f",11F,10280,"664,500",377 rector place,2,0,2,3340,2304,12
40.709885,-74.017879,"""377 Rector Place""",1,TRIBECA,16,1150,"377 rector place, 3g",3G,10280,"640,000",377 rector place,1,0,1,2520,1872,97
40.709885,-74.017879,"""377 Rector Place""",1,TRIBECA,16,1180,"377 rector place, 9h",9H,10280,"675,000",377 rector place,1,0,1,2200,1280,92
40.709885,-74.017879,"""377 Rector Place""",1,TRIBECA,16,1181,"377 rector place, 10h",10H,10280,"665,000",377 rector place,1,0,1,3300,1850,65
40.709885,-74.017879,"""377 Rector Place""",1,TRIBECA,16,1204,"377 rector place, 11j",11J,10280,"696,679",377 rector place,1,0,1,1800,1732,80
40.709885,-74.017879,"""377 Rector Place""",1,TRIBECA,16,1227,"377 rector place, 12l",12L,10280,"791,750",377 rector place,34,0,34,9570,33803,94
40.709885,-74.017879,"""377 Rector Place""",1,TRIBECA,16,1239,"377 rector place, ph-a",PH-A,10280,"3,350,000",377 rector place,1,0,1,500,1354,23
40.705449,-74.017295,"""10 Little West Street""",1,TRIBECA,16,1408,"30 little west street, 3a",3A,10004,"2,300,000",30 little west street,2,0,2,2500,2244,13
41.19533,-73.963843,"""30 West Street""",1,TRIBECA,16,1426,"30 west street, 5f",5F,10004,"2,600,000",30 west street,1,0,1,9996,5100,37
40.705449,-74.017295,"""10 Little West Street""",1,TRIBECA,16,1506,"30 little west street, 18b",18B,10004,"1,933,000",30 little west street,2,0,2,1482,2388,12
40.705449,-74.017295,"""10 Little West Street""",1,TRIBECA,16,1520,"30 little west street, 20b",20B,10004,"1,825,000",30 little west street,1,0,1,2862,1528,95
40.705449,-74.017295,"""10 Little West Street""",1,TRIBECA,16,1547,"30 little west street, 24a",24A,10004,"2,620,000",30 little west street,2,0,2,4000,2112,66
40.705449,-74.017295,"""10 Little West Street""",1,TRIBECA,16,1595,"30 little west street, 31a",31A,10004,"2,850,000",30 little west street,2,0,2,2096,1944,107
40.705449,-74.017295,"""10 Little West Street""",1,TRIBECA,16,1603,"30 little west street, 32c",32C,10004,"1,480,000",30 little west street,1,0,1,2725,1296,57
41.19533,-73.963843,"""30 West Street""",1,TRIBECA,16,1606,"30 west street, 32f",32F,10004,"3,943,719",30 west street,1,0,1,3851,1456,65
40.705449,-74.017295,"""10 Little West Street""",1,TRIBECA,16,1607,"30 little west street, 32g",32G,10004,"1,680,000",30 little west street,1,0,1,3900,1055,68
40.705449,-74.017295,"""10 Little West Street""",1,TRIBECA,16,1625,"30 little west street, ph2d",PH2D,10004,"1,050,000",30 little west street,1,0,1,4750,1440,77
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1725,"70 little west street, 5a",5A,10004,"1,050,000",70 little west street,1,0,1,6000,4530,18
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1727,"70 little west street, 5c",5C,10004,"1,100,000",70 little west street,2,0,2,1200,1800,112
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1734,"70 little west street, 5k",5K,10004,"1,620,000",70 little west street,1,0,1,8822,890,11
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1745,"70 little west street, 7a",7A,10004,"1,137,000",70 little west street,1,0,1,1350,786,93
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1751,"70 little west street, 7g",7G,10004,"1,230,000",70 little west street,1,0,1,2400,1280,82
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1767,"70 little west street, 8k",8K,10004,"2,774,000",70 little west street,3,0,3,2000,3060,39
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1775,"70 little west street, 9e",9E,10004,"2,020,000",70 little west street,1,0,1,14525,836,2
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1778,"70 little west street, 9h",9H,10004,"1,150,000",70 little west street,2,0,2,2669,1472,89
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1798,"70 little west street, 11b",11B,10004,"1,680,000",70 little west street,1,0,1,4000,1833,97
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1807,"70 little west street, 11l",11L,10004,"1,887,500",70 little west street,4,0,4,2250,3296,90
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1811,"70 little west street, 12b",12B,10004,"3,700,000",70 little west street,3,0,3,1900,2424,88
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1834,"70 little west street, 16e",16E,10004,"2,999,500",70 little west street,1,0,1,6580,1584,54
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1853,"70 little west street, 19c",19C,10004,"2,500,000",70 little west street,1,0,1,4000,1930,89
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1906,"70 little west street, 27b",27B,10004,"3,750,000",70 little west street,1,0,1,4000,1369,69
40.707046,-74.016671,"""70 Little West St""",1,TRIBECA,16,1922,"70 little west street, 29f",29F,10004,"1,770,000",70 little west street,1,0,1,2280,1120,11
40.710255,-74.017689,"""350 Albany St""",1,TRIBECA,16,2011,"350 albany street, 2e",2E,10280,"600,000",350 albany street,2,0,2,1483,2400,2
40.710255,-74.017689,"""350 Albany St""",1,TRIBECA,16,2056,"350 albany street, 6e",6E,10280,"565,000",350 albany street,3,0,3,4625,2170,89
40.710255,-74.017689,"""350 Albany St""",1,TRIBECA,16,2057,"350 albany street, 6f",6F,10280,"745,000",350 albany street,2,0,2,6600,3120,34
40.710255,-74.017689,"""350 Albany St""",1,TRIBECA,16,2078,"350 albany street, 9c",9C,10280,"720,000",350 albany street,2,0,2,4095,2200,17
40.710255,-74.017689,"""350 Albany St""",1,TRIBECA,16,2089,"350 albany street, 11b",11B,10280,"660,000",350 albany street,3,0,3,2000,3200,119
40.710255,-74.017689,"""350 Albany St""",1,TRIBECA,16,2110,"350 albany street, ph1",PH1,10280,"3,300,000",350 albany street,1,0,1,2500,1327,119
40.710255,-74.017689,"""350 Albany St""",1,TRIBECA,16,2127,"350 albany st, p4",P4,10280,"762,900",350 albany st,1,0,1,4000,1210,63
40.710255,-74.017689,"""350 Albany St""",1,TRIBECA,16,2132,"350 albany street, o5",O5,10280,"770,000",350 albany street,1,0,1,2800,1320,47
40.709728,-74.016284,"""250 S End Ave""",1,TRIBECA,16,2205,"250 south end avenue, 2c",2C,10280,"572,500",250 south end avenue,1,0,1,11282,1076,92
40.709728,-74.016284,"""250 S End Ave""",1,TRIBECA,16,2208,"250 south end ave, 2f",2F,10280,"955,000",250 south end ave,1,0,1,5000,1828,99
40.709728,-74.016284,"""250 S End Ave""",1,TRIBECA,16,2209,"250 south end avenue, 2g",2G,10280,"955,000",250 south end avenue,1,0,1,2000,1280,99
40.709728,-74.016284,"""250 S End Ave""",1,TRIBECA,16,2250,"250 south end avenue, 8a",8A,10280,"580,000",250 south end avenue,1,0,1,2000,1280,89
40.709728,-74.016284,"""250 S End Ave""",1,TRIBECA,16,2266,"250 south end avenue, 10d",10D,10280,"920,000",250 south end avenue,1,0,1,1600,1161,93
40.709728,-74.016284,"""250 S End Ave""",1,TRIBECA,16,2290,"250 south end ave, 15a",15A,10280,"635,000",250 south end ave,1,0,1,5000,1326,87
40.709728,-74.016284,"""250 S End Ave""",1,TRIBECA,16,2301,"250 south end avenue, 17b",17B,10280,"1,200,000",250 south end avenue,2,0,2,2650,2288,79
40.709728,-74.016284,"""250 S End Ave""",1,TRIBECA,16,2306,"250 south end avenue, ph1b",PH1B,10280,"1,750,000",250 south end avenue,1,0,1,8745,4494,115
40.709975,-74.016852,"""300 Albany Street""",1,TRIBECA,16,2407,"300 albany street, 3d",3D,10280,"590,000",300 albany street,1,0,1,3062,1775,2
40.709975,-74.016852,"""300 Albany Street""",1,TRIBECA,16,2427,"300 albany street, 4i",4I,10280,"950,000",300 albany street,1,0,1,40397,1043,2
40.709975,-74.016852,"""300 Albany Street""",1,TRIBECA,16,2429,"300 albany street, 4k",4K,10280,"525,000",300 albany street,3,0,3,10000,3092,99
40.709975,-74.016852,"""300 Albany Street""",1,TRIBECA,16,2450,"300 albany street, 6b",6B,10280,"545,000",300 albany street,1,0,1,2700,1460,1
40.709975,-74.016852,"""300 Albany Street""",1,TRIBECA,16,2506,"300 albany street, 9m",9M,10280,"420,000",300 albany street,2,0,2,4200,2227,47
40.709025,-74.017995,"""380 Rector Place""",1,TRIBECA,16,2633,"380 rector place, 11b",11B,10280,"850,000",380 rector place,4,0,4,2563,3600,88
40.709025,-74.017995,"""380 Rector Place""",1,TRIBECA,16,2641,"380 rector place, 20b",20B,10280,"918,000",380 rector place,1,0,1,1800,1782,77
40.709025,-74.017995,"""380 Rector Place""",1,TRIBECA,16,2691,"380 rector place, 2e",2E,10280,"662,500",380 rector place,1,0,1,2300,1344,97
40.709025,-74.017995,"""380 Rector Place""",1,TRIBECA,16,2787,"380 rector place, 7j",7J,10280,"645,000",380 rector place,1,0,1,6000,2568,89
40.709025,-74.017995,"""380 Rector Place""",1,TRIBECA,16,2821,"380 rector place, 5m",5M,10280,"1,390,000",380 rector place,1,0,1,2200,1938,94
40.709025,-74.017995,"""380 Rector Place""",1,TRIBECA,16,2827,"380 rector place, 4n",4N,10280,"785,000",380 rector place,1,0,1,7311,1820,58
40.708855,-74.016659,"""280 Rector Place""",1,TRIBECA,16,3019,"280 rector place, 3c",3C,10280,"845,000",280 rector place,8,0,8,2575,7000,88
40.708855,-74.016659,"""280 Rector Place""",1,TRIBECA,16,3028,"280 rector place, 3l",3L,10280,"433,000",280 rector place,2,0,2,2000,2280,18
40.708855,-74.016659,"""280 Rector Place""",1,TRIBECA,16,3029,"280 rector place, 3m",3M,10280,"535,000",280 rector place,1,0,1,2200,1669,79
40.708855,-74.016659,"""280 Rector Place""",1,TRIBECA,16,3082,"280 rector place, 7d",7D,10280,"500,000",280 rector place,1,0,1,123373,762,47
40.708855,-74.016659,"""280 Rector Place""",1,TRIBECA,16,3092,"280 rector place, 7n",7N,10280,"675,000",280 rector place,1,0,1,1274,1682,2
40.708855,-74.016659,"""280 Rector Place""",1,TRIBECA,16,3099,"280 rector place, 8e",8E,10280,"60,000",280 rector place,1,0,1,3895,1521,70
40.708855,-74.016659,"""280 Rector Place""",1,TRIBECA,16,3111,"280 rector place, 9c",9C,10280,"926,500",280 rector place,1,0,1,2025,1534,69
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3207,"225 rector place, 2a",2A,10280,"695,000",225 rector place,1,0,1,2240,1432,13
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3252,"225 rector place, 4t",4T,10280,"849,000",225 rector place,2,0,2,2043,1887,86
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3308,"225 rector place, 8b",8B,10280,"635,000",225 rector place,0,2,2,1883,2655,217
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3343,"225 rector place, 10a",10A,10280,"408,865",225 rector place,1,0,1,2000,1384,82
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3344,"225 rector place, 10b",10B,10280,"650,000",225 rector place,2,0,2,2000,2572,88
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3372,"225 rector place, 11m",11M,10280,"790,000",225 rector place,2,0,2,4000,2800,83
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3388,"225 rector place, 12k",12K,10280,"805,000",225 rector place,2,0,2,3346,2436,14
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3393,"225 rector place, 12p",12P,10280,"765,000",225 rector place,6,0,6,2283,5400,88
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3410,"225 rector place, 14o",14O,10280,"730,000",225 rector place,1,1,2,2165,2000,107
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3437,"225 rector place, 17e",17E,10280,"855,000",225 rector place,3,0,3,2000,2176,99
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3450,"225 rector place, 18j",18J,10280,"950,000",225 rector place,2,1,3,1700,4800,106
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3464,"225 rector place, 20e",20E,10280,"845,000",225 rector place,2,0,2,3013,1566,88
40.709296,-74.016123,"""225 Rector Pl""",1,TRIBECA,16,3476,"225 rector place, 21h",21H,10280,"1,470,000",225 rector place,1,0,1,1800,1036,92
40.715786,-74.016124,"""2 River Terrace""",1,TRIBECA,16,3617,"2 river terrace, 3m",3M,10004,"2,020,000",2 river terrace,1,0,1,1740,1825,32
42.998886,-77.703939,"""1 River Forest Trail""",1,TRIBECA,16,3641,"1 river terrace, 5e",5E,10004,"1,775,000",1 river terrace,14,0,14,1917,6579,94
40.715786,-74.016124,"""2 River Terrace""",1,TRIBECA,16,3655,"2 river terrace, 6d",6D,10004,"2,065,000",2 river terrace,1,0,1,3534,1225,73
42.998886,-77.703939,"""1 River Forest Trail""",1,TRIBECA,16,3665,"1 river terrace, 6s",6S,10004,"2,500,000",1 river terrace,2,0,2,2052,2290,12
42.998886,-77.703939,"""1 River Forest Trail""",1,TRIBECA,16,3678,"1 river terrace, 7r",7R,10004,"3,850,000",1 river terrace,1,0,1,4000,1864,106
42.998886,-77.703939,"""1 River Forest Trail""",1,TRIBECA,16,3679,"1 river terrace, 7s",7S,10004,"2,425,000",1 river terrace,4,0,4,2250,3198,87
40.715786,-74.016124,"""2 River Terrace""",1,TRIBECA,16,3697,"2 river terrace, 9c",9C,10004,"1,745,000",2 river terrace,2,0,2,4000,2273,65
40.715786,-74.016124,"""2 River Terrace""",1,TRIBECA,16,3702,"2 river terrace, 9l",9L,10004,"1,750,000",2 river terrace,2,0,2,2600,1962,84
40.715786,-74.016124,"""2 River Terrace""",1,TRIBECA,16,3708,"2 river terrace, 10a",10A,10004,"2,300,000",2 river terrace,2,0,2,1202,2949,115
40.715786,-74.016124,"""2 River Terrace""",1,TRIBECA,16,3721,"2 river terrace, 11a",11A,10004,"2,400,000",2 river terrace,1,0,1,1800,706,100
